app,family,variant_id,sample_id,source_ir,function,entity_id,role,bb,def_opcode,use_count,is_loop_carried,is_output_related,fanout,reduction_depth,distance_to_output,same_loop_neighbor_count,num_arith_users,format,format_n,format_es,tol_whole_app_rel_err,actual_whole_app_rel_err,is_feasible_under_tol,margin_to_tol,label_status,notes
prefix_recurrence_v13,prefix_recurrence,v13,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v13.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_1,16,1,1.000000e-03,4.008030e-04,1,5.991970e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v13,prefix_recurrence,v13,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v13.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_2,16,2,1.000000e-03,1.053270e-03,0,-5.327000e-05,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v13,prefix_recurrence,v13,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v13.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_32_0,32,0,1.000000e-03,4.642920e-09,1,9.999954e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v13,prefix_recurrence,v13,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v13.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_32_1,32,1,1.000000e-03,1.754440e-08,1,9.999825e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v13,prefix_recurrence,v13,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v13.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_32_2,32,2,1.000000e-03,4.642920e-09,1,9.999954e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v14,prefix_recurrence,v14,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v14.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_0,8,0,1.000000e-03,5.100000e-02,0,-5.000000e-02,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v14,prefix_recurrence,v14,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v14.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_1,8,1,1.000000e-03,1.346420e-02,0,-1.246420e-02,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v14,prefix_recurrence,v14,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v14.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_2,8,2,1.000000e-03,2.011430e-01,0,-2.001430e-01,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v14,prefix_recurrence,v14,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v14.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_0,16,0,1.000000e-03,5.613420e-04,1,4.386580e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v14,prefix_recurrence,v14,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v14.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_1,16,1,1.000000e-03,1.214700e-04,1,8.785300e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v14,prefix_recurrence,v14,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v14.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_2,16,2,1.000000e-03,1.784640e-03,0,-7.846400e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v14,prefix_recurrence,v14,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v14.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_32_0,32,0,1.000000e-03,1.542540e-08,1,9.999846e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v14,prefix_recurrence,v14,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v14.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_32_1,32,1,1.000000e-03,1.589690e-08,1,9.999841e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
